"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Canterbury","0901512130","2013-2017","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2013-2017","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2013-2017","Two or More Races","Number","Median Household Income",142857.0
"Canterbury","0901512130","2013-2017","Two or More Races","Number","Margins of Error",31686.0
"Canterbury","0901512130","2013-2017","Two or More Races","Ratio to State Median","Median Household Income",2.57
"Canterbury","0901512130","2013-2017","Two or More Races","Ratio to State Median","Margins of Error",0.59
"Canterbury","0901512130","2013-2017","White Alone","Number","Median Household Income",89769.0
"Canterbury","0901512130","2013-2017","White Alone","Number","Margins of Error",7156.0
"Canterbury","0901512130","2013-2017","White Alone","Ratio to State Median","Median Household Income",1.12
"Canterbury","0901512130","2013-2017","White Alone","Ratio to State Median","Margins of Error",0.09
"Canterbury","0901512130","2013-2017","White Alone Not Hispanic or Latino","Number","Median Household Income",89769.0
"Canterbury","0901512130","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",7156.0
"Canterbury","0901512130","2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.07
"Canterbury","0901512130","2013-2017","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.09
"Canterbury","0901512130","2014-2018","All","Number","Median Household Income",92835.0
"Canterbury","0901512130","2014-2018","All","Number","Margins of Error",6768.0
"Canterbury","0901512130","2014-2018","All","Ratio to State Median","Median Household Income",1.22
"Canterbury","0901512130","2014-2018","All","Ratio to State Median","Margins of Error",0.09
"Canterbury","0901512130","2014-2018","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2014-2018","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2014-2018","Two or More Races","Number","Median Household Income",145192.0
"Canterbury","0901512130","2014-2018","Two or More Races","Number","Margins of Error",50211.0
"Canterbury","0901512130","2014-2018","Two or More Races","Ratio to State Median","Median Household Income",2.5
"Canterbury","0901512130","2014-2018","Two or More Races","Ratio to State Median","Margins of Error",0.88
"Canterbury","0901512130","2014-2018","White Alone","Number","Median Household Income",94299.0
"Canterbury","0901512130","2014-2018","White Alone","Number","Margins of Error",6168.0
"Canterbury","0901512130","2014-2018","White Alone","Ratio to State Median","Median Household Income",1.14
"Canterbury","0901512130","2014-2018","White Alone","Ratio to State Median","Margins of Error",0.07
"Canterbury","0901512130","2014-2018","White Alone Not Hispanic or Latino","Number","Median Household Income",94299.0
"Canterbury","0901512130","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",6168.0
"Canterbury","0901512130","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.09
"Canterbury","0901512130","2014-2018","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.07
"Canterbury","0901512130","2015-2019","All","Number","Median Household Income",91973.0
"Canterbury","0901512130","2015-2019","All","Number","Margins of Error",7328.0
"Canterbury","0901512130","2015-2019","All","Ratio to State Median","Median Household Income",1.17
"Canterbury","0901512130","2015-2019","All","Ratio to State Median","Margins of Error",0.09
"Canterbury","0901512130","2015-2019","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","American Indian and Alaska Native Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Asian Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Asian Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Asian Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Asian Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Black or African American Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Black or African American Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Black or African American Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Black or African American Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Hispanic or Latino","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Hispanic or Latino","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Hispanic or Latino","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Hispanic or Latino","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Native Hawaiian and Other Pacific Islander","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Some Other Race Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Some Other Race Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Some Other Race Alone","Ratio to State Median","Median Household Income",-9999.0
"Canterbury","0901512130","2015-2019","Some Other Race Alone","Ratio to State Median","Margins of Error",-9999.0
"Canterbury","0901512130","2015-2019","Two or More Races","Number","Median Household Income",134125.0
"Canterbury","0901512130","2015-2019","Two or More Races","Number","Margins of Error",45326.0
"Canterbury","0901512130","2015-2019","Two or More Races","Ratio to State Median","Median Household Income",2.29
"Canterbury","0901512130","2015-2019","Two or More Races","Ratio to State Median","Margins of Error",0.79
"Canterbury","0901512130","2015-2019","White Alone","Number","Median Household Income",92178.0
"Canterbury","0901512130","2015-2019","White Alone","Number","Margins of Error",8555.0
"Canterbury","0901512130","2015-2019","White Alone","Ratio to State Median","Median Household Income",1.08
"Canterbury","0901512130","2015-2019","White Alone","Ratio to State Median","Margins of Error",0.1
"Canterbury","0901512130","2015-2019","White Alone Not Hispanic or Latino","Number","Median Household Income",92354.0
"Canterbury","0901512130","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",9488.0
"Canterbury","0901512130","2015-2019","White Alone Not Hispanic or Latino","Ratio to State Median","Median Household Income",1.03
"Canterbury","0901512130","2015-2019","White Alone Not Hispanic or Latino","Ratio to State Median","Margins of Error",0.11
"Canterbury","0901512130","2016-2020","All","Number","Median Household Income",86178.0
"Canterbury","0901512130","2016-2020","All","Number","Margins of Error",9613.0
"Canterbury","0901512130","2016-2020","All","Ratio to State Median","Median Household Income",1.08
"Canterbury","0901512130","2016-2020","All","Ratio to State Median","Margins of Error",0.12
"Canterbury","0901512130","2016-2020","American Indian and Alaska Native Alone","Number","Median Household Income",-9999.0
"Canterbury","0901512130","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999.0
"Canterbury","0901512130","2016-2020","American Indian and Alaska Native Alone","Ratio to State Median","Median Household Income",-9999.0
